影视频道,#genre# 
湖南卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226117/2.m3u8
浙江卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226257/index.m3u8
江苏卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226238/index.m3u8
东方卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221225887/3.m3u8
东方卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226115/2.m3u8
北京卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226234/index.m3u8
天津卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226254/index.m3u8
湖北卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226210/index.m3u8
浙江卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221225899/3.m3u8
东方卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221225887/3.m3u8
北京卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221225975/3.m3u8
天津卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226160/3.m3u8
东南卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226244/index.m3u8
东方卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226236/index.m3u8
四川卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226252/index.m3u8
安徽卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226240/index.m3u8
山东卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226253/index.m3u8
广东卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226237/index.m3u8
江西卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226250/index.m3u8
河北卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226247/index.m3u8
海南卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226246/index.m3u8
深圳卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8
贵州卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226245/index.m3u8
辽宁卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226251/index.m3u8
重庆卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226243/index.m3u8
黑龙江卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
东南卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226154/1.m3u8
北京卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221225975/3.m3u8
北京卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226122/2.m3u8
天津卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226160/1.m3u8
安徽卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226150/1.m3u8
山东卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226123/2.m3u8
广东卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226119/2.m3u8
江苏卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226121/2.m3u8
江西卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226159/1.m3u8
浙江卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221225899/3.m3u8
浙江卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226116/2.m3u8
深圳卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226120/2.m3u8
湖北卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226124/2.m3u8
辽宁卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226157/1.m3u8
黑龙江卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221225968/3.m3u8
黑龙江卫视 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226118/2.m3u8
安徽卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226150/3.m3u8
四川卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226153/3.m3u8
贵州卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226155/3.m3u8
东南卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226154/3.m3u8
辽宁卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226157/3.m3u8
吉林卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226156/3.m3u8
黑龙江卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221225968/3.m3u8
江西卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226159/3.m3u8
重庆卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226158/3.m3u8
广西卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226161/3.m3u8
东方影视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221225970/3.m3u8
欢笑剧场,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226144/3.m3u8
都市剧场,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226143/3.m3u8
cetv1,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226179/3.m3u8
cetv4,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226114/3.m3u8
海南卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226163/3.m3u8
河南卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226162/3.m3u8
陕西卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226167/3.m3u8
山西卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226174/3.m3u8
云南卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226170/3.m3u8
厦门卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226175/3.m3u8
青海卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226164/3.m3u8
河北卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226165/3.m3u8
西藏卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226169/3.m3u8
内蒙古卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226166/3.m3u8
新疆卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226168/3.m3u8
甘肃卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226172/3.m3u8
兵团卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226171/3.m3u8
宁夏卫视,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226173/3.m3u8
CCTV-10科教,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226129/3.m3u8
CCTV-14少儿,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226134/3.m3u8
CCTV-15音乐,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226133/3.m3u8
上海IGS,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226136/3.m3u8
都市剧场,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226143/3.m3u8
五星体育,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221225964/3.m3u8
四川卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226153/3.m3u8
贵州卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226155/3.m3u8
东南卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226154/3.m3u8
全纪实 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226180/1.m3u8
动漫秀场 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221225977/3.m3u8
动漫秀场 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226145/1.m3u8
极速汽车 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226152/1.m3u8
欢笑剧场 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226144/1.m3u8
游戏风云 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226146/1.m3u8
生活时尚 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226140/1.m3u8
都市剧场 ,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226143/1.m3u8
上海新闻综合,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221225973/3.m3u8
上海新闻综合,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226135/3.m3u8
上海ICS,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226136/3.m3u8
第1财经,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226138/3.m3u8
七彩戏剧,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226148/3.m3u8
东方财经浦东,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226147/3.m3u8
金色频道,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226149/3.m3u8
极速汽车,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226152/3.m3u8
纪实人文,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226137/3.m3u8
全纪实,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226180/3.m3u8
法治天地,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226142/3.m3u8
哈哈炫动,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226139/3.m3u8
动漫秀场,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221225977/3.m3u8
动漫秀场,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226145/3.m3u8
金鹰卡通,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226176/3.m3u8
卡酷少儿,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226177/3.m3u8
嘉佳卡通,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226178/3.m3u8
生活时尚,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226140/3.m3u8
上海都市,http://hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226141/3.m3u8
七彩戏剧,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226148/3.m3u8
极速汽车,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226152/3.m3u8







陕西移动,#genre# 
CCTV-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225548/index.m3u8
CCTV-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8
CCTV-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226231/index.m3u8
CCTV-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226282/index.m3u8
CCTV-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226457/index.m3u8
CCTV-2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225494/index.m3u8
CCTV-2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV-2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8
CCTV-2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226288/index.m3u8
CCTV-3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226397/index.m3u8
CCTV-4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225510/index.m3u8
CCTV-4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV-4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226223/index.m3u8
CCTV-5,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV-6,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV-7,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225497/index.m3u8
CCTV-7,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
CCTV-7,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226286/index.m3u8
CCTV-8,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8
CCTV-9,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225577/index.m3u8
CCTV-9,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV-9,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226287/index.m3u8
CCTV-10,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225495/index.m3u8
CCTV-10,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV-10,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226285/index.m3u8
CCTV-11,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225499/index.m3u8
CCTV-12,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225501/index.m3u8
CCTV-12,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226190/index.m3u8
CCTV-12,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226284/index.m3u8
CCTV-13,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225508/index.m3u8
CCTV-14,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225507/index.m3u8
CCTV-14,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8
CCTV-14,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226283/index.m3u8
CCTV-15,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225502/index.m3u8
CCTV-5+,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225534/index.m3u8
CCTV-5+,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV-5+,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226221/index.m3u8
CCTV-5+,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226321/index.m3u8
CCTV-17,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226198/index.m3u8
CCTV-17,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226305/index.m3u8
CCTV-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225660/index.m3u8
CCTV-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225783/index.m3u8
CCTV-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225965/index.m3u8
CCTV-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226454/index.m3u8
CCTV-2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225762/index.m3u8
CCTV-3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225782/index.m3u8
CCTV-3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226398/index.m3u8
CCTV-4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225781/index.m3u8
CCTV-5,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225780/index.m3u8
CCTV-5,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225837/index.m3u8
CCTV-5,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225983/index.m3u8
CCTV-5,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225984/index.m3u8
CCTV-5,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225985/index.m3u8
CCTV-5,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225986/index.m3u8
CCTV-5,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225987/index.m3u8
CCTV-5,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225988/index.m3u8
CCTV-5,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226396/index.m3u8
CCTV-6,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225779/index.m3u8
CCTV-6,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226394/index.m3u8
CCTV-7,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225778/index.m3u8
CCTV-8,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225759/index.m3u8
CCTV-8,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226407/index.m3u8
CCTV-9,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225758/index.m3u8
CCTV-10,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225777/index.m3u8
CCTV-11,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225776/index.m3u8
CCTV-11,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226240/index.m3u8
CCTV-12,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225775/index.m3u8
CCTV-13,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225617/index.m3u8
CCTV-13,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225774/index.m3u8
CCTV-13,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV-14,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225535/index.m3u8
CCTV-14,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225784/index.m3u8
CCTV-15,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8
CCTV-17,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226208/index.m3u8
CETV1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225549/index.m3u8
CETV1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225753/index.m3u8
CETV2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225756/index.m3u8
CETV3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226226/index.m3u8
CETV4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226225/index.m3u8
精彩综艺,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226009/index.m3u8
精彩电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226011/index.m3u8
精彩电视剧,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
黑莓电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225530/index.m3u8
黑莓电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226008/index.m3u8
NewTV家庭剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225518/index.m3u8
NewTV古装剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225521/index.m3u8
NewTV动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225523/index.m3u8
NewTV爱情喜剧,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225524/index.m3u8
NewTV军旅剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225529/index.m3u8
NewTV精品大剧,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225533/index.m3u8
NewTV超级电视剧,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225543/index.m3u8
NewTV超级电视剧,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226289/index.m3u8
NewTV超级电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225544/index.m3u8
NewTV超级电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226290/index.m3u8
NewTV超级综艺,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225546/index.m3u8
精品剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225513/index.m3u8
精品大剧,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225519/index.m3u8
广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225511/index.m3u8
广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225803/index.m3u8
广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8
广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226304/index.m3u8
湖南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225547/index.m3u8
湖南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225799/index.m3u8
湖南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226211/index.m3u8
湖南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226296/index.m3u8
浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225556/index.m3u8
浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225798/index.m3u8
浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226199/index.m3u8
浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226298/index.m3u8
江苏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225558/index.m3u8
江苏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225800/index.m3u8
江苏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
江苏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226297/index.m3u8
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225559/index.m3u8
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226210/index.m3u8
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226308/index.m3u8
天津卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225562/index.m3u8
天津卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226204/index.m3u8
天津卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226299/index.m3u8
江西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225564/index.m3u8
江西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226293/index.m3u8
北京卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225589/index.m3u8
北京卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
北京卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226222/index.m3u8
北京卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226303/index.m3u8
东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225797/index.m3u8
东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226217/index.m3u8
东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226261/index.m3u8
东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226301/index.m3u8
深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225801/index.m3u8
深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226295/index.m3u8
黑龙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
黑龙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226215/index.m3u8
黑龙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226294/index.m3u8
湖北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226194/index.m3u8
湖北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226206/index.m3u8
湖北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226302/index.m3u8
安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226196/index.m3u8
安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226203/index.m3u8
安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226319/index.m3u8
重庆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226202/index.m3u8
重庆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226309/index.m3u8
山东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226209/index.m3u8
山东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226300/index.m3u8
东南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226307/index.m3u8
广西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225506/index.m3u8
广西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225770/index.m3u8
深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225515/index.m3u8
深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225752/index.m3u8
东南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225520/index.m3u8
东南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225766/index.m3u8
贵州卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225522/index.m3u8
贵州卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225793/index.m3u8
重庆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225525/index.m3u8
重庆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225791/index.m3u8
东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225527/index.m3u8
东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225599/index.m3u8
东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225789/index.m3u8
新疆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225536/index.m3u8
新疆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225747/index.m3u8
山东教育卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225552/index.m3u8
山东教育卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226238/index.m3u8
河北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225553/index.m3u8
河北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225750/index.m3u8
内蒙古卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225554/index.m3u8
内蒙古卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225786/index.m3u8
青海卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225555/index.m3u8
